0	10	10	200
1	10	10	210
2	10	10	220
3	11	11	230
4	12	12	250
5	13	12	260
6	13	13	280
7	14	14	290
8	15	15	310
9	16	16	320
10	17	16	330
11	17	17	340
12	18	18	360
13	18	19	370
14	19	19	380
15	19	20	390
16	20	21	400
17	20	21	410
18	21	22	420
19	22	22	440
20	22	23	450
21	23	24	460
22	23	24	470
23	24	25	480
24	25	26	490
25	25	26	500
26	26	27	510
27	26	27	520
28	27	28	520
29	27	29	530
30	28	29	540
31	28	30	550
32	29	31	550
33	29	31	560
34	30	32	570
35	30	33	580
36	31	33	590
37	31	34	590
38	32	35	600
39	32	35	610
40	33	36	620
41	33	37	630
42	34	38	640
43	34	39	650
44	35	40	660
45	35	XX	670
46	36	XX	680
47	36	XX	690
48	37	XX	700
49	38	XX	710
50	38	XX	720
51	39	XX	740
52	40	XX	750
53	XX	XX	760
54	XX	XX	780
55	XX	XX	790
56	XX	XX	790
57	XX	XX	800
58	XX	XX	800
